tweet_text	cord_uid
"""Researchers summary we present experimental evidence that pre-exposure to mrna-lipoplexes or its lipoplex component influences innate and adaptive immune responses."""	jpby8m6r
3) here is a good background reading on virus mutation and what they could mean. one that “viruses showing high mutation rates tend to evade immunity more effectively. there are numerous examples (in article)”. let’s wait for the coronavirus’s mutation rate.	jdg8gsve
1st usa case. man is 35, no pre-existing conditions. gets pneumonia.  without a critical care unit you're not surviving	7z7zxcm2
"""see that they actually isolated the virus and prove that reinfected do not even transmit the virus cultures were negative for all asymptomatic positive and repositive cases, indicating no “viable virus” in positive cases detected in this study."""	yj3yisum
Correct.  Even the CDC admits that there is no evidence that masks slow the spread of coronavirus #covidー19	xtraspw2
as expected, many participants reported stress, anxiety, and depression. but the study also looked into *which* exactly made participants feel distressed.	yji3hwf3
"pallesen et al (pnas) reported in 2017 the clear benefit of stabilizing the mers spike by simply introducing two prolines (""2p"") to the loop.,, and j&amp;j took this approach."	1m2mp7o7
"masks bmj ""as authors of the only published randomised controlled clinical trial of fabric masks, we have been getting daily emails about using fabric masks. the study found that fabric mask wearers had higher rates of infection than even the control group"""	9pb2eqoa
#nj #covid19 89.1% of all deaths had DNRs when they entered the hospital.  great discovery by	4d3efrsl
there still exists some doubt surrounding the timeline of the initial occurrences in the #covid19 outbreak. we (and others) calculated that the transition into humans dates back to ~oct/nov 2019, and that it quickly disseminated from china to europe.	bsypo08l
"""excess fatalities have occurred every week in the united states since march 2020. an estimated 299,028 more individuals than expected have died since january 26, 2020; approximately two thirds of these fatalities were attributed to covid-19"""	jveh2w09
They falsely claim in that very article that there's minimal evidence vitamin D helps combat Covid-19. But vitamin D deficiency is associated with a higher risk of invasive mechanical ventilation and death.	r6943zpb
maybe suppression worked with sars because the virus load pattern is completely distinct than in sars-cov-2: it peaks after 7-10 days of symptoms, is 1000 times lower and successful isolation of live virus from throat swabs is rare.  cc	7kxi7px1
Relevant modelling data as #quebec drops school mask mandates. timing is all about community infection + transmission reduction goals. must balance mask removal vs school absence risks. caveats: omicron would break the model + we have no infection data!	726t123x
"""Vitamin D deficiency raised 5 times the risk of severe COVID-19, independently of sex, age, body mass index, and inflammatory markers."""	rxq2bgpp
Lest anyone believe that the spread of sars-cov-2 in hospitals is, somehow, new information – it isn't. The evidence is overwhelming. I could spend the rest of the day tweeting studies the CDC knows about (or should know about). This is from November of 2020:	opckeugf
The team identifies #sars-cov-2 NP protein/RNA in appendix + breast tissue of 2 patients who showed #longcovid symptoms 175-462 days after the initial infection. RNAscope detection of negative-sense viral RNA might suggest ongoing viral replication:	hxbi0ofg
A new paper recently published in the journal of the American Medical Association (JAMA) shows that ivermectin works way better than the COVID-19 vaccine in keeping you from dying from COVID-19.	nz976qc6
covid-19: even mild cases can cause long term heart issues, major study discovers | the bmj -	geo7ac5i
"#nlp ""minds and formulas partially converge in natural language processing"""	x34ygu8i
interesting pre-print that finds 48 ba.2 re-infections after ba.1, using impressive surveillance infrastructure in 🇩🇰. although this reminds us that getting #omicron once doesn't confer total immunity, i think overall this is positive news. 🧵	c7jhbxcb
During the initial COVID-19 wave, there was an association with a higher risk of poor outcomes following #hipfracture, particularly before widespread vaccination and the emergence of Omicron.	mobl9jp5
i'm a huge fan of #prehab, but it's probably only 1 in 3 cases that are lifestyle triggered/related in the uk. the biggest risk isn't modifiable - it's getting older:	rl5g8iqm
12/21 new-onset autoimmune symptoms following COVID-19 vaccination are being reported extensively.	4socpj73
#stroke with isolated m2 occlusions: event associated with higher rates of good functional outcome. but - no difference if nihss was low or no mismatch profile was present. important study including extended-ia data!	sc0adrwb
for 33% of 8-18 year olds, wellbeing *enhanced* during lockdown. this is largely missing from the public discourse about the pandemic and child/adolescent mh, so it's great to see this paper by et al exploring it in detail /1	ssskg86y
Localized and overall-room effects of portable air filtration systems on aerosol particle deposition and concentration in a classroom setting.	52x62y5l
Boosters lower the rate of infection by 93% compared to two shots... vaccines are a mitigation tool first. Your outdated data is unconvincing.	l72grjbg
"""The ongoing coronavirus pandemic has generated an immense amount of potentially infectious waste, primarily face masks, which require swift and sanitary disposal in order to mitigate the spread of the disease"""	vkr0766i
1/ our new paper, published in ssm - population health, provides county-level estimates of additional mortality in the us. these results reveal that the mortality impact of covid-19 was effectively concealed in many counties across the nation.	f2jzz41d
An enhanced subunit SARS-CoV-2 spike protein vaccine offers protection against COVID-19 infection and transmission.	z5jbjx59
Covid-19 in #pregnancy in Scotland study reveals substantially lower #vaccine uptake in pregnant women than in the overall female population and not being vaccinated is associated with increased risk of severe complications of #covid19 in pregnancy.	rm6av6sj
"📍Efficacy of COVID vaccines against symptomatic &amp; asymptomatic infections (1,058,493 individuals 12+), NYC 🇺🇲 pre-delta (symptomatic infection) #pfizer:93% #moderna:95% #j&amp;j:44% delta: pfizer:76% moderna:83% j&amp;j:29% 🔹similar trends for asymptomatic"	d2fc2kw5
Covid 19 impacts the central nervous systems and it has caused a multitude of problems, for me this one was the most unusual and most frightening story from the world of peer reviewed journals, this has a lady who had visual hallucinations due to covid 19.	3sclz1lq
95 surgeons completing an implicit association test (iat) showed a bias towards associating'man' with 'career' and 'woman' with 'family'. further, half of respondents said they would not alter their behaviour, despite being shown these results.	1z0q5oxo
"CDC study on masks: ""intended for medical staff to shield against unintentional exposure &amp; splashes of bodily fluids""  ""no substantial decrease in influenza transmission”  = masks don't halt respiratory viruses"	ef3warsh
"#longcovidkids 😡 ""in contrast to the consensus to date, assuming less severe covid-19 illnesses and complications in younger patients, our study demonstrates widespread functional lung changes are present in children and adolescents."""	7fociv5v
"my research revealed that:  initial forecasts of growth rates &amp; ifr were both incorrect, skewing models towards overestimating pandemic impact.  experts were also underestimating the damage caused by lockdowns, travel/trade restrictions &amp; school closures"	dq6iyabh
the spike protein of sars-cov-2 breaches the blood-brain barrier in mice, and “the sars-cov-2 spike proteins trigger a pro-inflammatory response on brain endothelial cells that may contribute to an altered state of bbb function”	4vkkaqhz
but coronavirus is currently being spread by humans, not wildlife, and we already reside … well, everywhere humans reside. so climate change is not significantly affecting the spread of the disease. that one’s on us. it goes where we go. a summary of mapping:	sjrnu3f3
'Corticosteroid use was associated with a doubling in adverse outcomes (37.9% versus 16.7%) and a 20.7-fold increase in risk of either intensive care unit admission or mortality, independent of age and disease severity. Corticosteroids cannot be recommended.'	1jpwtd4t
potentially significant:  bojkova et al show ribavirin, on the who's list of essential medicines, inhibits sars-cov-2 replication in cell culture at clinically attainable doses:   sars-cov-2 infected host cell proteomics reveal potential therapy targets	cj7tcpsz
"""informative report of first 12 #covid19 patients in us. ""the highest viral rna levels were detected in upper respiratory tract samples, typically during the first week of symptoms."" also prolonged release of the virus. severe illness associated with blood infection."""	a66sszp2
"this is a great policy!!    in this nejm study from china, 56% of 1081 covid patients had initial temperature &lt; 37.5 (99.5 f) degrees at presentation.  anyone with infectious symptoms and temp &gt; 99 is likely to have infection."	umttnp1g
year 2009: antiviral efficacy of chloroquine against human coronavirus OC43 infection in newborn mice | antimicrobial agents and chemotherapy	ajmelb8a
new research in the lancet: #coronavirus detected in patients even 37 days after they first become unwell - more than twice as long as the recommended 14-day isolation period	k36rymkv
China didn't declare containment measures or issue public-health alerts until many thousands of Chinese were infected. One study based on sophisticated modelling says 95% of the infections could have been prevented had China acted three weeks earlier.	jtwb17u8
There is a better in-vitro study out already, that says p-chloroquine is 5x more effective than regular chloroquine.	sdij1d90
despite being less infectious than symptomatic/identified cases, unreported cases contribute more to overall transmission than symptomatic cases due to their hidden nature.	xchvlphf
That's massive people! it’s the start of the end for covid-19! it’s called immunity...reinfection could not occur in sars-cov-2 infected rhesus macaques | biorxiv	q4m2uj6r
That was something I read in data out of china, smoking and respiratory conditions can heighten risk to severity, like you quitting is better but just reducing, is good. as well as washing hands. interesting study	umttnp1g
6/ a red-algae lectin, griffithsin, binds to the HIV viral particle but its efficacy for #covid19 needs to be assessed	4j8b8z4t
#covid2019 #coronavirus please, #stayhome also people without symptoms can spread the infection	xchvlphf
A new preprint revealing that children are as likely to contract sars-cov2 as other adults upon exposure to infected individuals.  Epidemiology and transmission of covid-19 in shenzhen china: analysis of 391 cases and 1,286 of their close contacts.	hnx213kp
covid-19 study: the median incubation period from infection to first symptoms is 5 days. 99% of cases showed symptoms within 13 days.  therefore: if we *all* self-isolated for 14 days, we'd know who was infected - and be able to focus efforts on them.	8anqfkmo
"""We estimate 86% of all infections were unreported (95% ci: [82%–90%]) before 23 January 2020 travel restrictions."""	xchvlphf
It's a mixed bag situation. The good news is that, based on this model, the vast majority of COVID-19 cases went unrecorded, which consequently lowers mortality rates.	xchvlphf
#covid19 this is crucial  modelling that suggests asymptomatic infections are driving the pandemic  est 86% of all infections went unreported prior to jan 23	xchvlphf
re: self-quarantine. crucial to note average viral shedding duration in the wuhan study was 20 days, longer than 14-day self-isolation guidelines. the longest observed period of viral shedding was a staggering 37 days. #covidー19	k36rymkv
"Research supporting the role of ""subclinical"" cases of #covid19 driving the epidemic.  because most will have only mild symptoms, they can spread to others easily.  “unreported infections were the infection source for 79% of reported cases.”"	xchvlphf
"Significant unreported cases facilitate the swift spread of the new coronavirus (sars-cov2)  ""86% of all infections were unreported""; apparently, this reduces how deadly it appears to be but also makes it more challenging to control"	xchvlphf
Survey reveals individuals with blood type A have a higher risk of COVID-19 infection than those with type O.	5sfojk7y
as i forecasted in  we now have evidence from china, suggesting an estimated 86% of coronavirus cases were unreported—and many of those individuals transmitted it to others.  this explains why it spread and why the case fatality rates are overestimated!	xchvlphf
last COVID-19 outbreak was back in 2012 (MERS). the same groups of patients were at risk.   September 2019 this mouse study came out showing how diet induced obesity/T2D contributed to worse clinical course when infected with this coronavirus.	4dyuper0
"the latest #covid_19 paper reveals 24% mortality rate if admitted to hospital, a 97% mortality rate if requiring mechanical ventilation, and a 100% mortality rate if requiring ecmo. median time from illness onset to hospital discharge is &gt;15 days"	k36rymkv
Researchers claim there may be five to 10 individuals with undetected coronavirus infections for every confirmed U.S. case.	xchvlphf
"latest Ioannidis pre-print:  ""people <65 years old have very small risks of COVID-19 death even in pandemic hotspots and deaths for people <65 years without underlying predisposing conditions are remarkably uncommon."""	2cwvga0k
Risk assessment score for progression to severe illness in patients with COVID-19.	d6ho2b4b
High SARS-CoV-2 transmission rate following exposure at a choir practice — Skagit County, Washington, March 2020 | MMWR	pdiyqdb3
"""A substantial portion of healthcare professionals encounter mood/sleep disruptions during this outbreak, highlighting the necessity to develop methods to reduce mental health hazards and adapt interventions under pandemic circumstances."""	xo7q4dqr
no effectiveness but a double risk of cardiac arrest: please do not prescribe hcq+azm... “association of treatment with hydroxychloroquine or azithromycin with in-hospital mortality in patients with covid-19 in new york state”	iz74o9de
"Stroke admissions decrease by 50-60% in India ; and untreated these strokes will add to the existing disease burden with worse outcomes ; detect a stroke and treat #fast"	qpbcwf5w
i've previously noted how conversation alone (not just coughing or sneezing) is sufficient to produce respiratory droplets which could transmit the virus causing #covid19.  the louder people are, the more particles they emit. beware of boisterous, talkative people.	fq9g84wc
Recall the choir rehearsal? the study has now been published. of 61 people attending the 2.5 hour rehearsal, 53 developed #covid19 (including 20 probable cases). very high secondary attack rate (86.7%) likely associated with singing (more aerosols).	pdiyqdb3
"""devastating"": the double blow of covid-19—disruption to health systems by the pandemic will likely increase avoidable child and maternal deaths by tens of thousands, and maybe more."	f3j0g82b
Its officially out! our serological assay to test if someone has antibodies against the spike protein of sars-cov-2. this test can have significant implications as states begin to reopen	u79trvqf
As #covid19 continues to spread in the U.S., access to routine medical care remains limited. A new model to deliver #prenatal care through drive-thru visits could fill the gap in access for pregnant women.	v85v5o51
"""In summary, higher air temperature, atmospheric pressure, and UV radiation may be linked to lower COVID-19 incidence."""	9nicryzs
"aerosol boxes: longer times to intubation, lower 1st pass success &amp; damage to PPE.  who'd have thought?  new study by  &amp; kent lavery in"	ec3pmvih
Impact of international travel patterns on domestic spread of 2019-ncov in India: source-based risk evaluation in importation of infected travelers.	n2t35wgn
'as sars-cov-2 infections are frequently asymptomatic or mild, initial exposures would easily have allowed for prolonged silent transmission events in rural settings prior to the emergence of a strain that could support sustained human-to-human transmission'	rgmurgbf
this is just a preprint but shows how confinement worked in spain: a correlation between the lockdown and the number of cases. i'm pretty sure there is a correlation between a decrease of cases and a decrease of deaths. after mass testing, second best.	rzrrnypq
This paper makes the argument that the version of coronavirus mutation that spread through Europe and then came to NY is significantly more contagious and may account for big differences between regions/nations in size and severity of outbreaks.	4hmecfi0
A recent study reveals that the Abbott ID now #covid19 test failed to identify a third of the samples detected positive by Cepheid's Xpert Xpress (Genexpert) when using nasopharyngeal swabs transported in viral transport media and more than 48% when using dry nasal swabs.	918wd3ez
remember that story about an outbreak of #covid19 at a choir practice that was said to involve asymptomatic spread? well, according to this new write up, the primary patient was symptomatic!  developed symptoms 3 days before practice.	pdiyqdb3
"""We estimate that 1 min of loud talking generates at least 1,000 virion-containing droplet nuclei that remain airborne for more than 8 min"""	svi7syld
"as it's a novel virus there's little published data yet apart from common sense. this from the lancet is informative, ""early modelling study of a sars-like illness in school children concluded that closure policy would reduce the effective reproduction by 12–41%"""	y2zcwcic
Self-collected swabs for covid and other viruses, is just as effective for testing as those collected by pathology/medical staff. This means this is a safer alternative and less PPE is needed overall. Great work by Jenny Robson and her colleagues at Sonic.	pq85mvab
just released: talking releases droplets that carry covid-19. in confined environments, like offices, this means they linger long enough to infect others says pnas article	svi7syld
cnn: abbott rapid tests used by wh and touted by trump often miss cases, nyu study finds   “the fact that it misses positive samples on patients being admitted to the hospital with... covid19 makes this technology unacceptable in our clinical setting.”	918wd3ez
Vaccination-only accelerates immune escape mutations   vaccination-only accelerates immune escape mutations   vaccination-only accelerates immune escape mutations  specifically, +60% vaccinated populations without natural immunity greatly accelerate circulating escape mutations.	t3vuwghp
"dear people, please understand: the core of these assumptions rests on prior T cell immunity, and the virus is one step ahead in this regard; it kills CD8+ T cells. please refrain from chasing 'herd immunity' in lieu of the vaccine."	0vy5yifk
"Antimicrobial resistance the primary cause of death in 2019 ""outpacing malaria or aids"" in png antibiotics are often given carelessly with many taking amoxicillin for back pain or headache - hugely concerning threat, esp. for under 5s  #amr #globalhealth"	3l6ipiwk
just out: behavioral #weight treatment can be effectively  delivered via #telehealth/#videoconferencing, and participants can achieve clinically-meaningful benefits even during a global pandemic that has otherwise negatively impacted health behaviors	seuh82zy
2,126 couples #tryingtogetpregnant between dec 2020 and sep 2021…  👩‍❤️‍👨💉 #covidvaccination made no difference to per cycle chance of #birth   👩🏻🦠 infection of female partners made no difference…  👦🏽🦠… but in males ⬇️ chance of birth for ~60d.	gydzq4n3
how well does prior covid (without vaccination) shields vs symptomatic infection?	8t4rnfyu
We discovered prolonged isolation had a negative impact on pain symptoms. heightened pain risk is linked to prolonged isolations, particularly for susceptible populations.	0l7sbk7e
"Study: N95s are no superior than medical masks.  ""N95 respirators vs medical masks resulted in no significant difference in the incidence of laboratory-confirmed influenza."""	cnmawglq
"this is an rct completed comparing use of n95s in healthcare workers with medical masks.   they found ""no significant distinction""  why do they think children will be better at donning n95 masks than healthcare workers?"	cnmawglq
"""After the year 1850, the use of emotive words in Google Books declined systematically, while the use of words associated with evidence-based argumentation rose steadily. This pattern reversed in the 1980s... New research led by SFI's :"	q1yn89cq
"""bacteria such as staph aureus, klebsiella pneumoniae, streptococcus pneumoniae, acinetobacter baumannii, and pseudomonas aeruginosa were responsible for 929,000 to 1.27 million deaths attributable to antimicrobial resistance globally in 2019"""	3l6ipiwk
"Largest study comparing vaccination to ""natural immunity"" for covid-19 in us: study conducted in ny and ca (18% of us population) from may-nov 2021 so through delta surge. compared cases and hospitalizations in 4 groups"	rc5d6wi3
"the ""not very quiet"" quiet pandemic of amr. can't describe this as quiet anymore!  1.2 million deaths in 2019 from resistant bacterial infections. likely to keep rising.  global burden of bacterial antimicrobial resistance in 2019"	3l6ipiwk
Specific detailed and physiological characteristics of COVID-19 persistent critically ill patients...	a1xjhfyn
Microbial community imbalances and intestinal barrier disruption are linked to host immune equilibrium in COVID-19 patients.	8j3bb6zx
"In this meta-analysis of #covid19 vaccine trials, adverse occurrences in placebo arms (""nocebo responses"") accounted for 76% of systemic adverse occurrences after the first covid-19 vaccine dose, and for 52% after the second dose."	d9b814yp
on unrestricted access '..vaccine mandates may have an adverse effect on health and social care recruitment. we argue that daily rapid antigen testing is a viable alternative to a vaccine mandate that is non-coercive and fair'	uuxo3jk9
Sustained T-cell immunity up to at least 1-year after SARS-CoV-2 infection: “potent proliferative T cell responses that produce cytokines even at the latest time points in all individuals studied”	9ex61dl5
Sars-cov-2 Omicron variant: antibody resistance and cryo-em structure of spike protein–ACE2 complex	76aij6sx
new content online: the role of sugar-sweetened drinks in the global epidemics of obesity and chronic diseases	6srmh9qf
#research reading: a text messaging intervention (StaySafe at home) to counteract #depression and #anxiety during #covid19 social isolation: pre-post study	l7ekkgy6
proof that covid-19 vaccines shield against infection, even during omicron.	z6sjfdb9
"Our study indicates that the treatment regimen of HCQ, AZM, &amp; zinc with/without vitamin C is safe/effective in treating COVID-19…  notably, our study verifies vitamin D insufficiency to be a high-risk factor for severe COVID-19 illness/admission."	hjmjav50
i haven't seen a single fully vaccinated and boosted patient in over a month.  here is a study of 6657 positive cases (44% delta, 56% omicron) included between 12/6/2021 and 12/23/2021.  not a single case with 3 doses was hospitalized.	suqkidrm
Increased incidence of perinatal mortality in unvaccinated mothers  SARS-CoV-2 infection and COVID-19 vaccination rates in pregnant women in Scotland | Nature Medicine	rm6av6sj
"thank you doctor. this helps to explain why transmission prevention is urgently needed. long term negative effects can occur, even after seemingly ""mild"" infections.  #covidisairborne"	3i82sxk8
"for individuals under 70 years old, the mortality rate of COVID-19 across 40 locations with available data ranged from 0.00% to 0.31%  (median 0.05%); the revised values were comparable."	lvvw1npq
both we and Canadian public health organizations recommend that everyone over 50 get Shingrix (new in 2017) -- even if you got the old shingles vaccine!  Shingrix is much more effective (90% vs. 50%).  bonus: Shingrix gives modest COVID-19 protection!	yt68npjn
Immunity generated from exposure to common cold viruses (hcov) provides cross-immunity to sars-cov2, in the form of cross-reactive t cells. The impact is greatest in youth, diminishes with age.	r2cx0nmw
Pfizer vaccine effective against delta infection in initial month (93%) but decreased to 53% after four months. Vaccine 93% effective against hospitalization through six months.	utak6i4e
"""several children visited the hospital &amp; prolonged illness duration was rare, with either variant. interpretation of covid in uk school-aged children due to delta strain resembles illness due to the alpha variant, with brief duration &amp; comparable symptom burden"""	eo1uz3g2
4. equivalence of protection from natural immunity in COVID-19 recovered versus fully vaccinated individuals: a systematic review and pooled analysis	ruewzstg
Future potential waves of sars-cov-2 infection could be triggered by variants of concern with various attributes - nature communications	r9udnmky
Early COVID-19 treatment with azithromycin plus nitazoxanide, ivermectin or chloroquine significantly improved COVID-19 outcomes compared to known outcomes in untreated patients - sciencedirect	iali360u
Delighted to share our findings: covid led to fewer diagnoses of traumatic child abuse, but we suspect this is a disturbing trend as cases are likely being overlooked that normally would have been identified.	shad8im4
what are the long-term outcomes and comorbidities of covid-19: a protocol for a living systematic review	vh3qs9xv
"""The vaccine doesn't stop infection or spread—it is only supposed to decrease severity. a vaccinated individual may release at least as much virus as an unvaccinated one."""	sgo76prc
the variants evade the shots. only natural immunity will give us the protection we need.	ngpl6xs1
A genetic connection between risk for Alzheimer's disease and severe COVID-19 outcomes through the OAS1 gene - by colleagues at	b2iit1ef
"a predictive model for preterm babies born &lt; 30 weeks gestational age who will not achieve full oral feedings"	6o7q57xl
When you want to verify if a specimen taken from a patient contains live virus, you typically cultivate it in a petri dish. Well, guess what, nearly 70% of kids who tested positive for #covid19 had no active virus. Imagine the impact on these kids' lives, quarantines etc..	qjin5w03
"""Our data show a significant decline of antibody responses and T cell immunity to SARS-CoV-2 and its variants, at 6 months after the second immunization with the BNT162b2 vaccine."" If you got vaccinated after recovering from COVID, you got duped."	f60z8jo2
"new research from the lab and  revealing the components of sinbis virus rnas. highlights: 1) viral rna acts as a'spiderweb' that captures a pool of nuclear rnas; 2) several of these rnas play master regulatory roles in infection"	fvvotkjc
this study reveals people's moral compass shifted during the pandemic. people exhibit less moral indignation for costs linked to #covid19 policies (deaths from lack of treatment, suicide, poverty) compared to costs linked to the virus (deaths with c19) 6/n	pz3e9y4i
Natural immunity prevails!  can others contribute to the thread that natural immunity is effective for SARS-CoV2?  comments and references welcome.	1peg3502
new-onset neurological symptoms and related neuro-oncologic lesions discovered after COVID-19 vaccination: two neurosurgical cases and review of post-vaccine inflammatory reactions - pubmed	ql9cfh1j
boosters will exacerbate things...  “thus, adverse may be a concern for people receiving vaccines based on the original wuhan strain spike sequence (either mrna or viral vectors).”	53t1mhnb
"""COVID-19-specific cellular and humoral immunities are durable at least until one year after disease onset."""	0furaib4
Our data show a significant decline of antibody responses and T cell immunity to SARS-CoV-2 and its variants, at 6 months after the second immunization with the BNT162b2 vaccine.	f60z8jo2
1/ airborne transmission of respiratory pathogens  a new peer-reviewed paper in, reviewing the scientific literature on this topic. we conclude it is important not just for covid-19, but also for other respiratory diseases such as influenza.	9169o29b
we adore an israeli preprint right? 😝  this one is showing a booster (third dose) is slashing infections like crazy across all age groups. in other words, severity and transmission will be heavily impacted by a third jab. figure 2 is what you need.	3cr97dii
Long Covid shares numerous similarities with ME/CFS. Many patients experience the defining symptom, a worsening or relapse of symptoms following physical or mental exertion. Graded exertion is potentially detrimental for these patients. Past mistakes must not be repeated.	b52pn8t9
wow this medical study emphasizes how the covid-19 mortality rate would be near zero if people had sufficient levels of vitamin d!  wonder why we aren't hearing about this..........	kuvdbr09
A recent study reveals why many symptomatic individuals with COVID experience a loss of their sense of smell. It's worth noting that detecting smell loss would be a more effective indicator than checking for a fever, which only identifies about 10% of cases. SARS-CoV-2 harms cells that support olfactory neurons.	jtv1k7q2
Covid-19 mortality is inversely linked with test frequency and government efficiency. ¿Alguien puede imprimirlo y llevarlo a?	8ufjh70o
Reports #covid19 can result in prolonged illness, even among young adults without chronic medical conditions. We still don't know if there may be near life-long impacts. This is a severe disease! Effective public health messaging targeting the young is warranted.	f0wpsaip
new research: individuals w/ breakthrough COVID infection (BTI) after vaccination are at greater risk of mortality and post-acute complications compared to controls w/ no evidence of SARS-CoV-2 infection, but at lower risk compared to those who contracted COVID without prior immunization 1/x	e7gq365q
the independent corona inquiry established as the rate of infection was so high in sweden, it wasn't possible to safeguard any groups. the fact sweden refused to don face masks even in care homes didn't help i am sure. some more light reading:	ylqpkosd
"No part of your body is safe: ""in the current study, we discuss a case of sudden corneal graft rejection, which occurred 25 years after transplantation and 13 days after the administration of the bnt162b2 vaccine"""	nhsci5oh
A study discovers immunosuppressed pediatric cancer patients in Sweden (with in-person school and no masks) were not more likely to contract COVID and - more importantly - were not at risk of severe disease: 74% asymptomatic, 17% mild illness, 0 fatalities.	24yfnzq2
study: lockdowns. 'in terms of the overall impact on fertility there are several notable findings from this paper. firstly, we observe a significant drop in the proportion of respondents trying to conceive of around 34.5%'	k1w2wxnu
Boosting human cathelicidin antimicrobial peptide LL-37 production could potentially prevent severe COVID-19 inflammatory responses.	g9btjkcn
"""COVID-19-naïve vaccinees had a 13.06-fold (95% CI, 8.08-21.11) heightened risk for breakthrough infection with the delta variant compared to unvaccinated-previously-infected individuals"""	7a543f7v
"Our new study is published in immunity &amp; ageing: indicators of systemic inflammation are positively linked with influenza vaccine antibody responses with a possible function for ilt2(+)cd57(+) nk-cells #aging #inflammation #influenzavaccines"	5egr46b6
the two biggest issues were prejudice and deceit. the ppp was highly prejudiced against black owned businesses, giving them fewer loans overall and smaller loans when they did.  6/	sb9ckivs
"""Considering a significant portion around the world is infected with latent tuberculosis, it is intriguing to examine and record instances where the pathogen causes the reactivation of latent tuberculosis infection."""	1ktrjzha
lots here:  - autopsies show that the vaccinated experience significantly higher rates of organ infection by covid than the unvaccinated.  - they also produce fewer neutralising antibodies (antigenic fixation) - there are also concerning cancer and immune suppression possibilities	sykjpaz2
"Be cautious &amp; prudent as considering anticoagulation adjustment based on absolute fibrinogen levels alone, as it could result in over-anticoagulation/devastating bleeding in #covid19 patients on vv #ecmo! open access  #foamcc #foamecmo #covidfoam"	67v65zdk
as many of us forecasted, restrictions are killing people. a new study published in the lancet has concluded that restrictions were responsible for 3000 excess deaths in diabetic patients. i anticipate more studies coming out like this soon.	gat4jwsu
the increases in fitness of coronavirus variant genomes linked to a higher transmissibility leads to a reduction of their genome sequence diversity.	flxbomsx
No evidence of myocarditis after COVID in the unimmunised.	tij7lakb
It will be uncomfortable to suggest that double vaccination with mRNA vaccines has a shielding effect for severe COVID based upon this data.	sykjpaz2
🚨 positive news: sulodexide (a blood thinner) strongly improved chest pain, palpitations, and vascular function in #longcovid patients with vascular dysfunction. effect on fatigue marginally significant.	b32n41np
Research published in  studies found that prone positioning in COVID-19 patients decreases alveolar collapse, hyperinflation, and improves aeration in the lungs.	kk5adtim
"Peer-reviewed research published in The Lancet: ""we observed no correlation of risk of transmission with reported mask usage by contacts..."" the most consistent factor leading to transmission was viral load, regardless of mask usage"	vkf5njfz
2) new preprint, led by, “our study reveals that we are on a similar trajectory as other countries where b.1.1.7 rapidly became the dominant #sarscov2 variant, requiring immediate and decisive action to minimize #covid19 morbidity and mortality”	kt1az1pf
"i should probably cite research for each one of these, so here goes. on asymptomatic spread:  1.  ""we conclude that the infectivity of some asymptomatic sars-cov-2 carriers *appears to be* weak."""	7xb7hj9u
"""Low-dose #hydroxychloroquine paired with #zinc and azithromycin proved to be a successful treatment method against covid-19."" ""Substantially decreased hospital admission rates in the treatment group."" ""Lowered mortality rates in the treatment group."""	tl1o1wr9
"emergence and swift spread ""...given the current trajectory of b.1.1.7 in the u.s., it is almost certainly destined to become the dominant sars-cov-2 lineage by march, 2021 across many u.s. states, which is consistent with modeling analyses"" #covid19"	kt1az1pf
2/ peer-reviewed “t-cells involved in control of sars-cov-2 infection—recognize even more epitopes per donor than seen in context of other rna viruses.. this analysis should allay concerns over potential for sars-cov-2 to escape t-cell recognition by mutation.”	yl7g2vlq
"In case you are wondering why #covid-19 vaccine hesitancy and refusal rates are escalating to a point where we may not halt virus transmission through vaccination. FYI, here's the link to my recent article in  entitled ""anti-science kills"""	dlwwcryb
the majority of antigens recognized by t cells fall outside the spike protein, while the vast majority is non- rbd region. natural immunity is therefore much broader than that triggered by vaccines, and the effect of spike mutations is predicted to be smaller.	yl7g2vlq
Individual plasma from recipients of the bnt162b2 Pfizer-BioNTech vaccine can neutralize SARS-CoV-2 viruses containing spike mutations present in globally circulating variants of concern  #covid19 #vaccines	gv7mej7b
A randomized trial of surgical, fabric, and no masks in reducing viral infection rates. Fabric masks had the highest infection rate among the three.	9pb2eqoa
Variants b.1.351 (SA) and b.1.1.7 (UK) have little impact on the effectiveness of the Pfizer's vaccine - neutralization of SARS-CoV-2 spike 69/70 deletion, E484K and N501Y variants by BNT162b2 vaccine-elicited sera | Nature Medicine	gv7mej7b
Social #fragmentation can emerge as a locally advantageous reaction to both increasing wealth disparity and economic downturn.  in-group fragmentation can spread quickly to the entire population and endure even when the circumstances that triggered it have improved.	j2oo4hoo
excellent news in this study from Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿  when adjusting for age, sex, deprivation, comorbidities etc, teachers were not at increased risk of hospitalisation from #covid19 and were *lowered risk* of severe disease (rr 0.27)  more reassurance 👍	4yxyfjsm
A UK randomized trial of 146 outpatients using inhaled budesonide showed a 90% decrease in the need for urgent care, ER or hospitalization (ITT p=.009). Median/average clinical recovery was 1/3 days faster. Day 14 symptom resolution was 82% vs 72%: promising but more is required.	cfbj6ize
"Be cautious with kids &amp; hand sanitizer: ""a 7-fold rise in alcohol-based hand sanitizer-related eye injuries in children was discovered compared to 2019, and a pediatric eye care center reported 13% of patients needing surgery for severe damage."""	akkwvf36
